
=== watch session start 04:45:54.623 ===
1 1790196356737 in=0 ok=0 fail=0 crash=0
INPROG_GONE first observed at poll 1 (可能 10min 自动过期, 继续等结果)
2 1790196359861 in=0 ok=0 fail=0 crash=0
3 1790196361107 in=0 ok=0 fail=0 crash=0
4 1790196362372 in=0 ok=0 fail=0 crash=0
5 1790196365472 in=1 ok=0 fail=0 crash=0
6 1790196368574 in=1 ok=0 fail=0 crash=0
7 1790196371698 in=1 ok=0 fail=0 crash=0
8 1790196374839 in=1 ok=0 fail=0 crash=0
9 1790196377944 in=1 ok=0 fail=0 crash=0
10 1790196381040 in=1 ok=0 fail=0 crash=0
11 1790196384190 in=1 ok=0 fail=0 crash=0
12 1790196387327 in=1 ok=0 fail=0 crash=0
13 1790196390440 in=1 ok=0 fail=0 crash=0
14 1790196393582 in=1 ok=0 fail=0 crash=0
15 1790196396708 in=1 ok=0 fail=0 crash=0
16 1790196399872 in=1 ok=0 fail=0 crash=0
17 1790196402990 in=1 ok=0 fail=0 crash=0
18 1790196406107 in=1 ok=0 fail=0 crash=0
19 1790196409204 in=1 ok=0 fail=0 crash=0
20 1790196412307 in=1 ok=0 fail=0 crash=0
21 1790196415395 in=1 ok=0 fail=0 crash=0
22 1790196418485 in=1 ok=0 fail=0 crash=0
23 1790196421580 in=1 ok=0 fail=0 crash=0
24 1790196424664 in=1 ok=0 fail=0 crash=0
25 1790196427742 in=1 ok=0 fail=0 crash=0
26 1790196430830 in=1 ok=0 fail=0 crash=0
27 1790196433928 in=1 ok=0 fail=0 crash=0
28 1790196437036 in=1 ok=0 fail=0 crash=0
29 1790196440128 in=1 ok=0 fail=0 crash=0
30 1790196443213 in=1 ok=0 fail=0 crash=0
31 1790196446312 in=1 ok=0 fail=0 crash=0
32 1790196449416 in=1 ok=0 fail=0 crash=0
33 1790196452518 in=1 ok=0 fail=0 crash=0
34 1790196455611 in=1 ok=0 fail=0 crash=0
35 1790196458671 in=1 ok=0 fail=0 crash=0
36 1790196461757 in=1 ok=0 fail=0 crash=0
37 1790196464850 in=1 ok=0 fail=0 crash=0
38 1790196467930 in=1 ok=0 fail=0 crash=0
39 1790196470988 in=1 ok=0 fail=0 crash=0
40 1790196474093 in=1 ok=0 fail=0 crash=0
41 1790196477177 in=1 ok=0 fail=0 crash=0
42 1790196480253 in=1 ok=0 fail=0 crash=0
43 1790196483321 in=1 ok=0 fail=0 crash=0
44 1790196486409 in=1 ok=0 fail=0 crash=0
45 1790196489502 in=1 ok=0 fail=0 crash=0
46 1790196492577 in=1 ok=0 fail=0 crash=0
47 1790196495641 in=1 ok=0 fail=0 crash=0
48 1790196498729 in=1 ok=0 fail=0 crash=0
49 1790196501807 in=1 ok=0 fail=0 crash=0
50 1790196504909 in=1 ok=0 fail=0 crash=0
51 1790196507992 in=1 ok=0 fail=0 crash=0
52 1790196511058 in=1 ok=0 fail=0 crash=0
53 1790196514146 in=1 ok=0 fail=0 crash=0
54 1790196517240 in=1 ok=0 fail=0 crash=0
55 1790196520309 in=1 ok=0 fail=0 crash=0
56 1790196523400 in=1 ok=0 fail=0 crash=0
57 1790196526492 in=1 ok=0 fail=0 crash=0
58 1790196529578 in=1 ok=0 fail=0 crash=0
59 1790196532661 in=1 ok=0 fail=0 crash=0
60 1790196535744 in=1 ok=0 fail=0 crash=0
61 1790196538832 in=1 ok=0 fail=0 crash=0
62 1790196541911 in=1 ok=0 fail=0 crash=0
63 1790196544997 in=1 ok=0 fail=0 crash=0
64 1790196548074 in=1 ok=0 fail=0 crash=0
65 1790196551144 in=1 ok=0 fail=0 crash=0
66 1790196554239 in=1 ok=0 fail=0 crash=0
67 1790196557316 in=1 ok=0 fail=0 crash=0
68 1790196560418 in=1 ok=0 fail=0 crash=0
69 1790196563498 in=1 ok=0 fail=0 crash=0
70 1790196566594 in=1 ok=0 fail=0 crash=0
71 1790196569689 in=1 ok=0 fail=0 crash=0
